Team,GP,points,c,year
Mercedes,Belgian ,18.0,#00A19C,2014
Williams,Belgian ,15.0,#005AFF,2014
Ferrari,Belgian ,18.0,#A6051A,2014
McLaren,Belgian ,8.0,#FF8000,2014
Force India,Belgian ,5.0,#F596C8,2014
Toro Rosso,Belgian ,2.0,#469BFF,2014
Sauber,Belgian ,0.0,#9B0000,2014
Marussia,Belgian ,0.0,#6E0000,2014
Caterham,Belgian ,0.0,white,2014
Lotus F1,Belgian ,0.0,#FFB800,2014
Mercedes,Italian ,43.0,#00A19C,2014
Williams,Italian ,27.0,#005AFF,2014
Red Bull,Italian ,18.0,#121F45,2014
Force India,Italian ,6.0,#F596C8,2014
McLaren,Italian ,5.0,#FF8000,2014
Ferrari,Italian ,2.0,#A6051A,2014
Toro Rosso,Italian ,0.0,#469BFF,2014
Lotus F1,Italian ,0.0,#FFB800,2014
Sauber,Italian ,0.0,#9B0000,2014
Caterham,Italian ,0.0,white,2014
Marussia,Italian ,0.0,#6E0000,2014
Mercedes,Singapore ,25.0,#00A19C,2014
Red Bull,Singapore ,33.0,#121F45,2014
Ferrari,Singapore ,16.0,#A6051A,2014
Williams,Singapore ,10.0,#005AFF,2014
Toro Rosso,Singapore ,8.0,#469BFF,2014
Force India,Singapore ,8.0,#F596C8,2014
McLaren,Singapore ,1.0,#FF8000,2014
Lotus F1,Singapore ,0.0,#FFB800,2014
Caterham,Singapore ,0.0,white,2014
Marussia,Singapore ,0.0,#6E0000,2014
Sauber,Singapore ,0.0,#9B0000,2014
Mercedes,Japanese ,43.0,#00A19C,2014
Red Bull,Japanese ,27.0,#121F45,2014
McLaren,Japanese ,10.0,#FF8000,2014
Williams,Japanese ,14.0,#005AFF,2014
Force India,Japanese ,5.0,#F596C8,2014
Toro Rosso,Japanese ,2.0,#469BFF,2014
Ferrari,Japanese ,0.0,#A6051A,2014
Sauber,Japanese ,0.0,#9B0000,2014
Lotus F1,Japanese ,0.0,#FFB800,2014
Caterham,Japanese ,0.0,white,2014
Marussia,Japanese ,0.0,#6E0000,2014
Mercedes,Russian ,43.0,#00A19C,2014
Williams,Russian ,15.0,#005AFF,2014
McLaren,Russian ,22.0,#FF8000,2014
Ferrari,Russian ,10.0,#A6051A,2014
Red Bull,Russian ,10.0,#121F45,2014
Force India,Russian ,1.0,#F596C8,2014
Toro Rosso,Russian ,0.0,#469BFF,2014
Sauber,Russian ,0.0,#9B0000,2014
Lotus F1,Russian ,0.0,#FFB800,2014
Caterham,Russian ,0.0,white,2014
Marussia,Russian ,0.0,#6E0000,2014
Mercedes,United States ,43.0,#00A19C,2014
Red Bull,United States ,21.0,#121F45,2014
Williams,United States ,22.0,#005AFF,2014
Ferrari,United States ,8.0,#A6051A,2014
McLaren,United States ,4.0,#FF8000,2014
Toro Rosso,United States ,1.0,#469BFF,2014
Lotus F1,United States ,2.0,#FFB800,2014
Sauber,United States ,0.0,#9B0000,2014
Force India,United States ,0.0,#F596C8,2014
Mercedes,Brazilian ,43.0,#00A19C,2014
Williams,Brazilian ,16.0,#005AFF,2014
McLaren,Brazilian ,14.0,#FF8000,2014
Red Bull,Brazilian ,10.0,#121F45,2014
Ferrari,Brazilian ,14.0,#A6051A,2014
Force India,Brazilian ,4.0,#F596C8,2014
Toro Rosso,Brazilian ,0.0,#469BFF,2014
Lotus F1,Brazilian ,0.0,#FFB800,2014
Sauber,Brazilian ,0.0,#9B0000,2014
Mercedes,Abu Dhabi ,50.0,#00A19C,2014
Williams,Abu Dhabi ,66.0,#005AFF,2014
Red Bull,Abu Dhabi ,32.0,#121F45,2014
McLaren,Abu Dhabi ,20.0,#FF8000,2014
Force India,Abu Dhabi ,28.0,#F596C8,2014
Ferrari,Abu Dhabi ,6.0,#A6051A,2014
Toro Rosso,Abu Dhabi ,0.0,#469BFF,2014
Lotus F1,Abu Dhabi ,0.0,#FFB800,2014
Sauber,Abu Dhabi ,0.0,#9B0000,2014
Caterham,Abu Dhabi ,0.0,white,2014
