Team,GP,points,c,year
Williams,United States ,0.0,#005AFF,2005
Sauber,United States ,0.0,#9B0000,2005
Red Bull,United States ,0.0,#121F45,2005
Renault,French ,13.0,#FFF500,2005
McLaren,French ,8.0,#FF8000,2005
Ferrari,French ,6.0,#A6051A,2005
BAR,French ,5.0,#d5d5d3,2005
Toyota,French ,6.0,#8e0018,2005
Sauber,French ,1.0,#9B0000,2005
Red Bull,French ,0.0,#121F45,2005
Williams,French ,0.0,#005AFF,2005
Jordan,French ,0.0,#ead136,2005
Minardi,French ,0.0,white,2005
McLaren,British ,16.0,#FF8000,2005
Renault,British ,13.0,#FFF500,2005
BAR,British ,4.0,#d5d5d3,2005
Ferrari,British ,5.0,#A6051A,2005
Toyota,British ,1.0,#8e0018,2005
Sauber,British ,0.0,#9B0000,2005
Williams,British ,0.0,#005AFF,2005
Red Bull,British ,0.0,#121F45,2005
Jordan,British ,0.0,#ead136,2005
Minardi,British ,0.0,white,2005
Renault,German ,15.0,#FFF500,2005
McLaren,German ,8.0,#FF8000,2005
BAR,German ,6.0,#d5d5d3,2005
Ferrari,German ,4.0,#A6051A,2005
Toyota,German ,3.0,#8e0018,2005
Red Bull,German ,2.0,#121F45,2005
Sauber,German ,1.0,#9B0000,2005
Williams,German ,0.0,#005AFF,2005
Minardi,German ,0.0,white,2005
Jordan,German ,0.0,#ead136,2005
McLaren,Hungarian ,10.0,#FF8000,2005
Ferrari,Hungarian ,8.0,#A6051A,2005
Toyota,Hungarian ,11.0,#8e0018,2005
BAR,Hungarian ,5.0,#d5d5d3,2005
Williams,Hungarian ,5.0,#005AFF,2005
Renault,Hungarian ,0.0,#FFF500,2005
Jordan,Hungarian ,0.0,#ead136,2005
Sauber,Hungarian ,0.0,#9B0000,2005
Minardi,Hungarian ,0.0,white,2005
Red Bull,Hungarian ,0.0,#121F45,2005
McLaren,Turkish ,16.0,#FF8000,2005
Renault,Turkish ,13.0,#FFF500,2005
BAR,Turkish ,4.0,#d5d5d3,2005
Toyota,Turkish ,3.0,#8e0018,2005
Red Bull,Turkish ,3.0,#121F45,2005
Ferrari,Turkish ,0.0,#A6051A,2005
Sauber,Turkish ,0.0,#9B0000,2005
Minardi,Turkish ,0.0,white,2005
Jordan,Turkish ,0.0,#ead136,2005
Williams,Turkish ,0.0,#005AFF,2005
McLaren,Italian ,15.0,#FF8000,2005
Renault,Italian ,14.0,#FFF500,2005
Toyota,Italian ,7.0,#8e0018,2005
Williams,Italian ,2.0,#005AFF,2005
BAR,Italian ,1.0,#d5d5d3,2005
Sauber,Italian ,0.0,#9B0000,2005
Ferrari,Italian ,0.0,#A6051A,2005
Red Bull,Italian ,0.0,#121F45,2005
Jordan,Italian ,0.0,#ead136,2005
Minardi,Italian ,0.0,white,2005
McLaren,Belgian ,10.0,#FF8000,2005
Renault,Belgian ,8.0,#FFF500,2005
BAR,Belgian ,6.0,#d5d5d3,2005
Williams,Belgian ,5.0,#005AFF,2005
Ferrari,Belgian ,4.0,#A6051A,2005
Sauber,Belgian ,3.0,#9B0000,2005
Toyota,Belgian ,2.0,#8e0018,2005
Jordan,Belgian ,1.0,#ead136,2005
Red Bull,Belgian ,0.0,#121F45,2005
Minardi,Belgian ,0.0,white,2005
McLaren,Brazilian ,18.0,#FF8000,2005
Renault,Brazilian ,10.0,#FFF500,2005
Ferrari,Brazilian ,8.0,#A6051A,2005
BAR,Brazilian ,2.0,#d5d5d3,2005
Toyota,Brazilian ,1.0,#8e0018,2005
Red Bull,Brazilian ,0.0,#121F45,2005
Sauber,Brazilian ,0.0,#9B0000,2005
Minardi,Brazilian ,0.0,white,2005
Jordan,Brazilian ,0.0,#ead136,2005
Williams,Brazilian ,0.0,#005AFF,2005
McLaren,Japanese ,10.0,#FF8000,2005
Renault,Japanese ,14.0,#FFF500,2005
Williams,Japanese ,5.0,#005AFF,2005
BAR,Japanese ,4.0,#d5d5d3,2005
Red Bull,Japanese ,3.0,#121F45,2005
Ferrari,Japanese ,2.0,#A6051A,2005
Toyota,Japanese ,1.0,#8e0018,2005
Sauber,Japanese ,0.0,#9B0000,2005
Jordan,Japanese ,0.0,#ead136,2005
Minardi,Japanese ,0.0,white,2005
Renault,Chinese ,15.0,#FFF500,2005
McLaren,Chinese ,8.0,#FF8000,2005
Toyota,Chinese ,6.0,#8e0018,2005
Red Bull,Chinese ,4.0,#121F45,2005
Sauber,Chinese ,3.0,#9B0000,2005
Williams,Chinese ,2.0,#005AFF,2005
BAR,Chinese ,1.0,#d5d5d3,2005
Jordan,Chinese ,0.0,#ead136,2005
Ferrari,Chinese ,0.0,#A6051A,2005
Minardi,Chinese ,0.0,white,2005
